title,text,url,published_time
Celebrities react to Russia-Ukraine conflict: 'My heart hurts',"Celebrities of Ukrainian and Russian descent are speaking out about the Russia-Ukraine crisis.

Ukranian-born star Maks Chmerkovskiy , a choreographer known for showcasing his talents on "" Dancing with the Stars ,"" revealed on Thursday that he's currently in his native country and communicated his fear as he planned to head to a bomb shelter.

RUSSIAN GROUND FORCES NEAR KYIV: LIVE UPDATES

Chmerkovskiy shared a glimpse of the scene unfolding in the heart of Kyiv, where parents could be seen walking with their children with bags and suitcases, desperate to get out. The ""Dancing with the Stars"" pro wrote in his caption that he will ""never be the same."" He said it's bringing back ""old feelings"" from the 1990s when his family left the country.

RUSSIA INVADES UKRAINE: LIVE UPDATES

""This does feel like the way it was when and why we left in the 90s. Like my old PTSD I’ve finally fixed is coming back. I literally only just forgot about those ‘always on the edge’ feelings and actually started worrying about things like bbq grills. I’m crying as I’m typing this because all man deserves to worry about ‘bbq grills’ and not f---ing war.

""Conjuring"" actress Vera Farmiga, who has Ukrainian roots, posted to Instagram the country's flag along with some lyrics from its national anthem. She used the hashtag #IStandWithUkraiine.

Regina Spektor, a Grammy-nominated singer, compared Putin's actions to the Nazis during World War II in an Instagram post.

""Today my heart hurts because no matter how many great works of art and music (Guernica…. Masters Of War… Most of Okudzhava and Vysotsky… Vonnegut… Remarque… all those films in all those languages…) portray the horrors of war, new Masters of War seem to rise up again in all the nations… Sending new children to slaughter each other,"" wrote Spektor, 42, who was born in Moscow before her family left the former Soviet Union for New York City in 1989.

""There were, and still are, real Nazis in the world. But in Ukraine that are just millions of civilians being pulled into a war, and in Russia there are children being sent to fight and die for no reason other than the bottomless and horror filled 'more more more more more more more' of politicians and corporations. And it's terrifying.""

'DWTS' MAKSIM CHMERKOVSKIY OF UKRAINE POSTS TEARFUL VIDEO FROM KYIV: 'I'M VERY SCARED'

Katheryn Winnick of ""Vikings,"" wrote on Instagram that she's a ""proud Ukrainian.""

""We are a Peaceful Country. We Do Not Deserve This War,"" she wrote in a post on Thursday. She added that she woke up Thursday to text messages from her friends and family saying ""it has begun."" ""Some fleeing. Some taking shelter underground & others staying to fight.""

Ukrainian model Alexandra Kutas has been calling for others to oppose the invasion by Russia. She also asked Germany, Italy, Hungary, and Cyprus to ""support cutting Russia off from SWIFT. As of now above motioned govts oppose this idea.""

CLICK HERE TO SIGN UP FOR OUR ENTERTAINMENT NEWSLETTER

She also posted a photo of a destroyed building up in flames. ""My beloved Kiyv. My homeland. I’m numb. Whenever you are outside of Ukraine go out today. Go to protest. We need to impose a no-fly zone over Ukraine!!!! NOW!!! It will save innocent lives!!!!""

Ashton Kutcher, whose wife Mila Kunis was born in Ukraine, shared his thoughts on Twitter. ""I stand with Ukraine,"" he wrote.

""90 Day Fiance"" star Yara Zaya, 27, who was born and raised In Ukraine, described her heartbreak in an interview with Fox News Digital on Thursday.

""It's honestly really hard for me because, yes, I do live in the United States now, but Ukraine, it is my home,"" Zaya said. ""I love my country, and it's just so hard for me to even think that in 2022, in this world right now, war still exists, and people can kill other people for land and money.""

Zaya said she's spoken over the phone with friends in Kyiv, who woke up to explosions early Thursday.

""My friends are calling me all the time. I just talked to my friend, and she's like, ‘Yara, I’m so scared. I'm hearing the bombs. I'm hearing the explosions. I don't want to hear the noise,'"" she said.

Explosions sounded before dawn in Kyiv and gunfire was reported in several areas, as Western leaders scheduled an emergency meeting and Ukraine's president pleaded for international help to fend off an attack that could topple his democratically elected government, cause massive casualties and ripple out damage to the global economy.

CLICK HERE TO GET THE FOX NEWS APP

The military said Friday that a group of Russian spies and saboteurs was seen in a district on the outskirts of Kyiv, and police told people not to exit a subway station in the city center because there was gunfire in the area. Elsewhere in the capital, soldiers established defensive positions at bridges, and armored vehicles rolled down the streets, while many residents stood uneasily in doorways of their apartment buildings.

U.S. Secretary of State Antony Blinken said Kyiv ""could well be under siege"" in what U.S. officials believe is a brazen attempt by Russian President Vladimir Putin to install his own regime.

The Associated Press contributed to this report.",https://www.foxnews.com/entertainment/celebrities-react-russia-ukraine,N/A
"Nicola Peltz says Victoria and David Beckham are 'great in-laws,' denies any conflict in the family","Nicola Peltz says it’s ""just a bit of a bummer"" when people believe there is family drama between her and her mother-in-law, Victoria Beckham.

The actress, who wed Brooklyn Beckham in a lavish wedding in April, maintains that there is no conflict with her in-laws, even though Victoria did not end up designing her wedding dress.

""They're great in-laws,"" Peltz told Grazia magazine of Victoria and David Beckham.

She emphasized that there is no drama surrounding her wedding dress after early reports indicated that her future mother-in-law was supposed to design her gown. Peltz ended up walking down the aisle in Palm Beach, Florida in a custom Valentino gown.

NICOLA PELTZ BECKHAM RESPONDS TO SUPPOSED FEUD WITH MOTHER-IN-LAW VICTORIA BECKHAM

""Well, I was planning on wearing Victoria's wedding dress, and I was truly so excited to be able to wear a design that my future mother-in-law created,"" she told the outlet. ""I thought that was so beautiful and such a beautiful story.""

Peltz had a plan for her wedding dress, but it began to unravel when Victoria’s atelier said she could not go through with the gown she had envisioned.

She shared that her friend, Leslie Fremar, and her mother, Claudia, helped her come up with the design for her dress.

VICTORIA BECKHAM SLAMMED FOR BEING ‘OUT OF TOUCH’ WITH ‘POSH SPICE’ TIKTOK

""I thought, 'Oh, this is going to be so fun. One of my best friends and my mom.' We connected to start designing the dress, and then a few days went by, and I didn't hear anything,"" she said.

""Victoria called my mom and said her atelier couldn't make it. So, I spoke to my mom and Leslie, and I was like, 'Well, unfortunately, this can't happen, so what's the next step?' I've been a fan of Valentino and their couture for so long. I was really lucky to be able to travel to [the atelier] to try on the dress. That's really what happened,"" Peltz clarified to the outlet.

Peltz was aware that there were rumors that there was a negative reason behind why she did not walk down the aisle in a gown designed by Victoria, and she told the outlet that those rumors really bothered her.

VICTORIA BECKHAM SAYS SHE'S 'LUCKY' TO HAVE FOUND 'SOULMATE' DAVID BECKHAM

""When I read things that say [things like] I was never planning on wearing a [Victoria Beckham] dress or things like that, it does hurt my feelings,"" Peltz said. ""I try not to let it, but it's just not the truth. It's just a bit of a bummer when you're like, 'Oh, people think that,' but it's just not true.""

In August, Peltz addressed the rumored feud with her mother-in-law in an interview with Variety. Since her wedding to Brooklyn in April, rumors have been swirling that Peltz doesn’t get along with her mother-in-law and that the two are feuding.

""I was going to, and I really wanted to, and then a few months down the line, she realized that her atelier couldn’t do it, so then I had to pick another dress,"" Peltz explained to Variety. ""She didn’t say you can’t wear it; I didn’t say I didn’t want to wear it. That’s where it started, and then they ran with that.""

CLICK HERE TO SIGN UP FOR THE ENTERTAINMENT NEWSLETTER

Victoria Beckham started her own clothing line in 2008. Her website describes the line as a mix of pieces to match the evolving style of women and staple pieces every woman should have no matter what current trends are.

Peltz’s husband, Brooklyn, who was also present for the interview, had a different take on the whole ordeal. Having grown up in the media spotlight, Beckham seemed to have an understanding of how quickly rumors can spread and how to deal with it.

""I’ve learned they’re always going to try to write stuff like that,"" Beckham said. ""They’re always going to try and put people down. But everyone gets along, which is good.""

CLICK HERE TO GET THE FOX NEWS APP

The couple began dating in October 2019 and made their relationship Instagram official in January 2020. After less than a year of dating, the couple announced their engagement on Instagram in July 2020 with Peltz Beckham writing Beckham had made her ""the luckiest girl in the world.""

They tied the knot April 9, 2022, in Palm Beach, Florida, at Peltz’s family home.",https://www.foxnews.com/entertainment/nicola-peltz-says-victoria-david-beckham-great-laws-denies-conflict-family,N/A
Rihanna urges 'resolve' for Israeli-Palestinian conflict: 'My heart is breaking',"Rihanna shared a message on Instagram amid rising violence in the conflict between Israel and Palestinians.

The singer called for ""resolve"" for the conflict that has seen casualties on both sides.

""My heart is breaking with the violence I'm seeing displayed between Israel and Palestine! I can't bare (sic) to see it,"" she wrote.

""Innocent Israeli and Palestinian children are hiding in bomb shelters, over 40 lives lost in Gaza alone, at least 13 of whom were also innocent children! There needs to be some kind of resolve! We are sadly watching innocent people fall victim to notions perpetuated by government and extremists, and this cycle needs to be broken!""

GAL GADOT SLAMMED AFTER CALLING FOR UNITY FOR ISRAEL AND 'NEIGHBORS' IN GAZA AMID ONGOING CONFLICT

The Savage X Fenty owner isn't the first celebrity to speak out against the escalating situation.

""Wonder Woman"" actress Gal Gadot echoed Rihanna's sentiment in a Tweet on Wednesday that received backlash on social media.

""My heart breaks,"" Gadot, who was born in Israel, tweeted. ""My country is at war.""

AMERICAN-ISRAELI FAMILY SPEAKS OUT FROM BOMB SHELTER AS HAMAS LAUNCHES TERROR ATTACK ON THEIR COMMUNITY

Social media users immediately posted nasty comments about the actress and would not let her forget her time serving in IDF, with multiple people accusing her of supporting ""ethnic cleansing"" and ""mass genocide"" for wishing Israel peace.

Gadot turned off comments to the post on Twitter.",https://www.foxnews.com/entertainment/rihanna-resolve-israel-palestinian-conflict,N/A
"Russia-Ukraine: Biden announces sanctions, troop movements in response to invasion: LIVE UPDATES","Attack helicopters and F-35s moved to Europe amid Ukraine crisis

The U.S. military is moving more troops and equipment to Europe as tensions between Russia and Ukraine continue to escalate.

The military is moving F-35 Joint Strike Fighters and a battalion of 20 AH-64 Apache attack helicopters from Germany, as well as 800 soldiers from Italy, to Baltic states and Poland in an attempt to reinforce NATO's eastern flank, according to reporting from Task & Purpose.

President Biden on Tuesday stressed that the additional troop movements were defensive in nature, making clear her did not intend to send the U.S. military into an armed confrontation with Russia.

“Today, in response to Russia’s admission that it will not withdraw its forces from Belarus, I have authorized additional movement of U.S. forces and equipment already stationed in Europe, to strengthen our Baltic allies: Estonia, Latvia, and Lithuania,"" Biden said.",https://www.foxnews.com/live-news/russia-ukraine-invasion-imminent,N/A
"Dennis Prager: Israel-Palestine conflict is not what Left wants you to believe, it’s not over land","Conservative radio host Dennis Prager joined ""Fox News Primetime"" to discuss rising anti-Semitic attacks plaguing American cities and says the Left is wrong about the conflict in the Middle East, ""The issue is not the land.""

PRAGER: When I was in college, which was not recently, I was taught that a black cannot be a racist. And I remember thinking that's impossible. I mean, it's simply impossible. I couldn't believe I heard that, but every professor who addressed the issue said that. The world of the left is a make-believe world. There is one point that I would like to make that is extremely instructive and has not been noted. And that is these attacks are on Jews and they are coming from various Muslim extremists in the United States, obviously not from all Muslims, I'm not implying that, but people need to understand something they don't understand. The Middle East dispute is not over land. Israel is the size of New Jersey. It is smaller than El Salvador. There are 22 Arab states. There is a state with a majority of Palestinians called Jordan. The issue is not land. The issue is religion. Again, this is not what the left wants you to believe. They want you to believe it's over land. No, it's not. There is a big chunk of the Muslim world that would like to exterminate the Jewish state beginning with, of course, Iran. That is why if you look at the rhetoric, it's always ""F the Jews,"" ""F the Jews"" in all of these attacks. It's never ""F the Israelis."" It's always ""F the Jews.""

If the only country in the world you think does not have the right to exist is the only Jewish country in the world, then one has the right to infer that you have something against a Jewish state but not any other state. Imagine somebody saying, you know, I love Italians, I'm not anti-Italian, but I don't think Italy has the right to exist. You would say, sir, I'm not an idiot, you hate Italy and you hate Italians. That's the way it works. If the only state that can't exist on earth is a Jewish state, you have something against the Jews.

CLICK HERE TO WATCH THE FULL INTERVIEW",https://www.foxnews.com/media/dennis-prager-israel-palestine-jews,N/A
Hannity predicts Russia-Ukraine conflict could spiral 'out of control' very quickly,"Sean Hannity sounded the alarm on the Russia-Ukraine conflict in Tuesday's opening monologue of ""Hannity.""

""This has the potential to spiral way out of control very quickly,"" he said. ""Weakness should not be an option. That's all I'm seeing right now. It is time for Germany, and NATO, and Europe, our Western European allies, to break free of their dependence on Russian oil and gas.""

""The only answer - the only country that has more natural resources - oil, gas, coal - that would be us, the United States,"" he continued. ""And if you really want to beat Putin, we're not going to have a shooting war with Putin. I don't want one, you shouldn't have one.""

SEN BARRASSO: RUSSIA'S ENERGY SUPPLY IS A 'CASH COW' FOR PUTIN'S AGGRESSION AS POSSIBLE UKRAINE INVASION LOOMS

""We should flood the market with our own energy supply. That will help with inflation, create high-paying career jobs, [and] it's going to be good for national security.""

The Fox News host speculated about the reach of Putin's ""territorial ambitions.""

He recalled how the Russian president invaded Georgia in 2008 and started a ""puppet government"" there. Putin also arranged ""client states"" in Moldova and Belarus, Hannity said. In 2014, Russia annexed Crimea.

next Image 1 of 3

prev next Image 2 of 3

prev Image 3 of 3

""Now he's rolling into eastern Ukraine with Kyiv in his crosshairs,"" Hannity continued. ""What's next? Based on his own public remarks, he seems pretty hell-bent on restoring the old Soviet Union. And recently, Putin added all three Baltic countries to his official list of so-called ‘unfriendly nations.’""

""So what, are they soon now going to be targets of Vladimir Putin's territorial ambitions?,"" he asked, questioning what President Biden would ""do about it.""

As Hannity noted, the Baltic states are NATO members.

CLICK HERE TO GET THE FOX NEWS APP

""So does that mean the U.S. would be drawn into a war? I certainly hope and pray not, especially with this guy as commander-in-chief.""",https://www.foxnews.com/media/hannity-russia-conflict-potential-spiral-way-out-control-very-quickly,N/A
Ingraham: Biden and media seek Russia conflict to cover for failing presidency,"In her ""Ingraham Angle"" commentary on Monday, host Laura Ingraham said President Biden and the Democrats are ""stumbling on the warpath"" as they frantically seek a distraction from Biden's failing presidency.

As inflation and crime soars, coronavirus continues and polls tank, Biden's political and media allies are desperate to change the subject, she said.

""More than a month ago, President Biden assured a very war-weary nation that putting troops in or around Ukraine was not on the table. Well, now it looks like that's right up there with the other promises he made, like if you get vaxxed, you can go back to normal and just 100 days of masking,"" she said.

""Anyone paying attention to Biden's presser last week heard the sounds of the war-drums beating [as] the media desperately wants to get off the raging crime, raging COVID, raging inflation story that's driven Biden to another new low in the polls today.""

Ingraham added that some of Biden's media allies couldn't do a better job of trashing and undermining the United States if it were Vladimir Putin himself.

""Putin doesn't even need to spend money crippling Washington, D.C. when our own press corps does it for free,"" Ingraham remarked.

""The media has helped Putin by supporting policies to increase the price of oil and gas. Now, most Americans understand that cheap energy is bad for Russia. But the media doesn't want Americans to have cheap energy. They've done everything possible to stop drilling and to smear the fracking revolution that promises energy independence.""

""Soaring energy prices are helping Putin buy more weapons. The media have undermined our military readiness now for years, we suffered disaster after disaster in Afghanistan, capped by the utter failure to successfully end that war,"" she continued.

She warned that Democrats and Republican neoconservatives are helping take the U.S. down the same path as the costly and protracted war in Afghanistan that concluded with a deadly withdrawal.

""America cannot and must not dilute the strength she has left on another hopeless crusade urged on by the same people who screwed up in Afghanistan,"" she said. ""Our real threat militarily and economically is the [Chinese Communist Party], which loves it when we squander our resources on pointless foreign ventures and quagmires – it makes them thrilled,"" she said.

CLICK TO GET THE FOX NEWS APP

""Of course, the CCP can always count on the America haters, though, to downplay the threat they pose. Two days ago, the New York Times published what can only be described as a fawning personal tribute to President Xi.""

She further warned that Senate Minority Leader Mitch McConnell of Kentucky and many of the other Republican leaders lean toward a hawkish perspective.

""If he wants to avoid being thrown out by another populist uprising in 2024, he needs to resist the war machine's temptation,"" Ingraham said.

""We have enough failed war baggage in the GOP. And for the rest of us, we have to focus on finding leaders in both parties who can build this country up instead of always tearing her down.""",https://www.foxnews.com/media/ingraham-biden-media-russia-conflict,N/A
Russia-Ukraine conflict: How the showdown between neighbors came to be,"Rising tensions between Russia and Ukraine have the entire world in a chokehold — but how did this rivalry of neighbors all begin?

In Fox Nation’s new special ""Fox Nation 101: The Ukraine Crisis,"" Russian scholar and former Moscow correspondent David Satter details the history between the two countries beginning with the birth of ancient Russian city Kyiv -- the center of contemporary Ukraine.

But the fall of the Soviet Union centuries later was the ultimate turning point, bringing freedom to Crimea and Ukraine – a nation that had differentiated itself from Russia with European influence and ""national feelings,"" Satter said.

The scholar explained that multiple treaties were signed with Ukraine, all of which validated the existing borders with Russia and Crimea. Meanwhile, the communist governments of former Eastern European satellite countries were overthrown and granted independence, including East Germany which was reunited with the west at the destruction of the Berlin Wall.

The countries in the belt between Germany and Russia soon recognized their need to join NATO, Satter said, as they stood vulnerable if Russia were to regain power again.

""Russia objected but the United States insisted that any country is free to join NATO,"" he said. ""That it’s a decision to be made by that country itself.""

But, according to Satter, Russia was insistent about Ukraine not joining NATO and would consider it a ""provocation"" if the union were to take place.



NATO allies began to back off from encouraging Ukraine and Georgia to join and even declined to extend an invitation to both countries at the Bucharest Summit in 2008.

""This was, to a certain extent, a reaction to Russian pressure - but the Russians reacted almost immediately with an invasion of Georgia,"" he said. ""Which could be interpreted to be a demonstration that NATO made a mistake by not establishing a strong position that it would protect these countries against external aggression.""

Since then, there have been no efforts to recruit Ukraine or Georgia as NATO members; only efforts to uphold friendly relations with the United States. Satter explained that extending membership to Ukraine could be a possibility in the future, but ""nothing more.""



CLICK HERE TO GET FOX NATION

""And, in fact, nothing has changed recently,"" he said. ""There was no move, whatever to make Ukraine a member of NATO at the time that Putin began making his threats.""

Presently, Russia has built up its military at the Ukrainian border and has prepared necessary equipment for invasion. Even though the Ukrainians are determined to resist, if necessary, Putin’s position to launch a war is ""unpredictable,"" Satter said.

""I think this is an opportunity that Putin is seizing. I think he feels that he can intimidate the U.S. and NATO, that he can extract concessions, that he can intimidate the Ukrainians, and that he can demonstrate that he's in charge to the Russian people,"" he said. ""Anything that seems to show that Russia is a great power.""



To learn more about the history of the Russia-Ukraine conflict, subscribe to Fox Nation and watch ""Fox Nation 101: Ukraine Crisis"" today.",https://www.foxnews.com/media/russia-ukraine-conflict-how-the-showdown-between-neighbors-came-to-be,N/A
"In the Russia-Ukraine conflict, war should not be blind: Will Cain","For two years, emotion has been driving our prism throughout what should be the most consequential, rational, logical decisions of our lives – whether or not to go outside, whether or not to breathe free air, whether or not to inject our children with a vaccine.

In calmer moments, we would say, ""Yeah, I think I want to hear out all the arguments on this one."" But we didn't because the emotion of fear took our culture and changed it into something that we would never have accepted and most likely, never have recognized.

RUSSIA-UKRAINE WAR: LIVE UPDATES

Today, when it comes to Ukraine and the Russian invasion of Ukraine, I can see that we're headed down a similar path. Here's what I mean: This time we're not driven by fear; we're driven more by empathy. We see horrible images go across our social media feed or on our television screen. We see civilian lives, loss of life. We see absolute travesties that warrant, at some point, a discussion of war crimes. And we're driven by empathy to do something. You can't let this continue. We have to do something. And by the way, the emotion of fear is playing a role as well because we sit here and not irrationally fear what Vladimir Putin's next move may be.

I want to be clear about something: I'm not telling you that I believe emotion has no role in life. In fact, as I've gotten older, I've actually started to appreciate more the role of emotion. There was probably a time when I thought rationality and logic and turning ourselves into essentially automated robots was the best way to achieve a just society. I was wrong. Logic is cold. It has its role, and you can tell anyone who listens to this knows I lean heavily on logic.

But I've also come to understand sometimes that the world operates by very simple emotions – fear, strength, weakness, courage. I know that not only is the world explained by emotion, but emotion is important. It makes life richer. It can't be all black and white. It brings out the colors, and sometimes even though something is irrational, that's part of being human. That's part of this life.

But when it comes to making a decision about whether or not to go to war, one that could result in nuclear war, one whose costs could be incalculable, I do want to be as rational as possible. Emotion, empathy, the humanitarian cause, the pleas of President Volodymyr Zelenskyy, the words in our mind that carry such heavy impact — words like freedom, the concept of the underdog – they all lurk, playing on the irrational decision. But I don't think we can give in to it. I don't think we should just do something.

I mean, let's just put into context what that kind of irrationality leads to, how that kind of irrationality is a false North Star. I don't hear many calls right now for us to do something in Syria. In Syria, little children are gassed. Chemical weapons. Chemical warfare. They die. They're disfigured. People die by the thousands in Syria because there's a civil war between separatists and Bashar al-Assad, the authoritarian dictator in Syria, who, by the way, is backed by Vladimir Putin, who's being funded and given weapons and supported by Russia.

And oh, by the way, one more time: This travesty, these war crimes, this horrible, horrible loss of human life has been going on for over a decade, but we haven't been compelled by our media. Our brains haven't given into images to just do something. Why? And don't think Syria and Ukraine are the only places in the world where horrible things are happening. But I want to be clear about something: That doesn't mean we don't do something even if we don't do it everywhere. I don't believe that. I don't think just pointing out our inconsistency says, well, throw up your hands – don't do anything.

It just means, hey, recognize we may not be living in the land of principle. We may not be living in the land of reason and logic. On the other side — and it's weird how political lines are totally scattered right now – I can hear from those on the right who say, ""What are you so afraid of? Why are you such a coward? Why does Vladimir Putin scare you so much? We got to go get him.""

I think it's worth setting aside for a moment, in our own decision-making, about putting American interests first.

And look, even though I used that voice, I don't blow off that kind of mindset, either. I love that America irrationally has an empathetic streak to help people, even when we don't help everyone. I also love that America irrationally sometimes just wants to kick some ass and do the right thing. But I know that those are instincts. I don't want to rip them out of the human experience. But I also want them to have the steering wheel.

You can't just go marching boots into Ukraine. You can't impose a no-fly zone. You have to go through the process of the dominoes of warfare playing out, and you have to try to get inside the mind of your opponent. You do it if you're playing chess, you would do it if you were on the basketball court. You would do it if you're on the offensive line facing a defensive lineman.

You would try to get into the mind of your opponent. What will they do? Will he try a spin move? Which way is he going to cross over, left or right? You would ask yourself what you have to guard, not just to play defense, so that you know how and when to play offense, and you have to do the same thing in warfare.

CLICK BELOW TO LISTEN TO THE FULL EPISODE OF ""THE WILL CAIN PODCAST"":

What would make Vladimir Putin launch a conventional war against a narrow country? What then would the United States of America have to do? What then would Vladimir Putin do on the escalation scale? Would he employ a nuclear weapon? What then would we do? What would, in that, provoke a 300 kiloton nuclear intercontinental ballistic missile bearing towards Miami?

CLICK HERE TO GET THE FOX NEWS APP

I think it's worth tapping the brakes on we have to do something. I think it's worth setting aside for a moment, in our own decision-making, about putting American interests first. Ask yourselves what can we see down the road? Because – not to be too cute – love is blind. War should not be blind.

New episodes of ""The Will Cain Podcast"" are available now and can be at foxnewspodcasts.com.

This article is adapted from Will Cain's commentary on ""The Will Cain Podcast"" on Fox News Audio on March 7, 2022.

",https://www.foxnews.com/media/russia-ukraine-conflict-war-us-will-cain,N/A
"Washington Post has ‘conflict of interest’ because of billionaire owner Jeff Bezos, ex-staffer says","The Columbia Journalism Review published a scathing piece Tuesday accusing the Washington Post of having a clear ""conflict of interest"" because it’s owned by billionaire Jeff Bezos.

Dan Froomkin feels recent moves ""have called renewed attention to how Bezos’s ownership constitutes a massive and almost entirely unaddressed conflict of interest for the Post,"" with tweets critical of President Biden at the top of the list.

Froomkin penned a detailed piece headlined, ""The Washington Post has a Bezos problem,"" which examines the way the paper’s billionaire owner can influence its journalism.

""For a news organization, being owned by an oligarch can be complicated,"" Froomkin wrote.

FOX NEWS CRUSHES MSNBC, CNN IN THIRD QUARTER VIEWERSHIP AS ‘THE FIVE’ MAKES HISTORY

Bezos, the Amazon founder who is among the richest people to ever live, bought the Post in 2013 when the paper was in a ""downward spiral"" and ""flirting with irrelevance,"" according to Froomkin.

""Bezos’s money changed everything, bulking up the newsroom, revolutionizing its technology, and firmly reestablishing it as a dominant voice in the national media,"" Froomkin wrote. ""But the conflicts of interest are self-evident. Pretty much every public-policy issue the Post covers affects Bezos’s sprawling personal and business interests in material ways. The very existence of people as rich as Bezos clashes with the notion of economic fairness.""

""In May, Bezos started posting highly provocative anti-Biden tweets, mocking the president’s moves to expose corporate greed and increase taxes on the wealthy. In July, he accused Biden of ‘straight ahead misdirection or a deep misunderstanding of basic market dynamics,’"" Froomkin wrote before adding that Amazon has a massive lobbying budget and has been ""ruthlessly effective at fending off privacy protections, antitrust issues, internet regulation, tougher labor laws, and greater worker protection.""

Froomkin wrote that nearly a decade after Bezos purchased the Post, he finally has a leadership team in place filled with people he chose. And while many newspapers are owned by the ultra-wealthy, Froomkin believes Bezos is different.

‘COME ON, MAN!’: JOE CONCHA’S NEW BOOK TAKES AIM AT BIDEN’S ‘NO GOOD, VERY BAD PRESIDENCY,' 'BROKEN' MEDIA

""The world has never seen wealth like this before, and it has never been so interconnected,"" Froomkin wrote.

Froomkin declared that ""nobody"" at the Post would answer his questions about how much influence Bezos actually has on the paper.

""The Washington Post operates independently and discloses its ownership within articles when applicable. Our aggressive coverage of labor and business speaks for itself,"" a Post spokesperson told Froomkin.

The Post declined a request for additional comment.

SHARON OSBOURNE SAYS SHE UNDERSTANDS PRESS DISTRUST: ‘I WOULDN’T TRUST CBS AS FAR AS I COULD THROW THEM’

Several Post staffers told Froomkin that Bezos doesn’t interfere with editorial decisions, but one admitted a reluctance to ""take him on.""

Froomkin then dove into the ""Twitter war"" Bezos had with President Biden which he feels made ""long-neglected concerns about his influence on the newsroom became considerably less abstract.""

""Most notably—given Bezos’s views about Biden and inflation—Post news coverage of Biden’s domestic policy has consistently been more negative than its competitors,"" Froomkin wrote.

Froomkin feels the Post is harder on Biden than other mainstream news organizations, but insisted nobody is suggesting ""Bezos is specifically or directly telling Post reporters and editors what to write or how to write it"" and he’s largely uninterested in newsroom operations.

CLICK HERE FOR THE FOX NEWS APP

""But he doesn’t have to say anything to make things happen,"" Froomkin wrote, quoting a professor who said that’s not how power is typically exerted and others who believe Bezos’ tweets subtly inform Post reporters about the boss’ position on critical issues.

""That’s why the tweets are so troubling. They make it clear what Bezos wants to hear. Journalists are not immune to such pressures,"" Froomkin wrote. ""The Post needs to explain to its readers how it intends to address the conflict inherent in the fact that it’s owned by the world’s richest man.""",https://www.foxnews.com/media/washington-post-conflict-interest-because-billionaire-owner-jeff-bezos-ex-staffer-says,N/A
